"w_geocode","h_geocode","S000","SA01","SA02","SA03","SE01","SE02","SE03","SI01","SI02","SI03","createdate","year","state"
"261614001001001","261614035001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035001015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035001016",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614035001017",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035001020",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035001021",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035003000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035003002",3,1,1,1,1,1,1,0,0,3,"20231016",2021,"MI"
"261614001001001","261614035003005",2,1,0,1,0,1,1,0,0,2,"20231016",2021,"MI"
"261614001001001","261614035003009",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035003013",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614035003014",3,0,1,2,1,0,2,0,1,2,"20231016",2021,"MI"
"261614001001001","261614036001000",2,2,0,0,1,0,1,0,0,2,"20231016",2021,"MI"
"261614001001001","261614036002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614038001002",3,0,0,3,0,0,3,0,0,3,"20231016",2021,"MI"
"261614001001001","261614038001016",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614038002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614038002007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614038002015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041001004",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041001005",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041001008",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002006",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002008",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002009",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002012",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614041002016",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614042002003",2,2,0,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614042002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043002003",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614043002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043002006",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043002007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043002015",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614043002019",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043003000",3,0,0,3,1,0,2,0,0,3,"20231016",2021,"MI"
"261614001001001","261614043003007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614043003012",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614044001011",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614044001017",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614044001020",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614045001013",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614045002002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001001",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001003",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001005",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001008",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001010",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046001012",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046002004",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614046003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046003002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046003003",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614046003006",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614046005007",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002003",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002011",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002013",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614051002016",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052001002",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052001006",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052002001",3,0,3,0,0,0,3,0,0,3,"20231016",2021,"MI"
"261614001001001","261614052002014",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052003002",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052003005",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052003006",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614052004000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052004004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052004006",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052004012",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052004013",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614052004014",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614053003004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614053004013",1,0,0,1,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614053006006",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054001004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054001009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054001011",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054001023",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054002002",5,0,4,1,0,0,5,0,0,5,"20231016",2021,"MI"
"261614001001001","261614054002003",1,0,1,0,0,0,1,0,1,0,"20231016",2021,"MI"
"261614001001001","261614054002005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054002009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614054002013",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614054002014",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614054002016",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055001000",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055001001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614055001003",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614055001010",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055003001",2,0,1,1,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055003003",2,1,1,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055003004",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614055003005",3,2,0,1,0,0,3,0,0,3,"20231016",2021,"MI"
"261614001001001","261614055003006",2,1,1,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614056001001",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614056001002",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614056001003",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614056001004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614056001008",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614056002002",4,0,2,2,1,0,3,0,0,4,"20231016",2021,"MI"
"261614001001001","261614142003005",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001001","261614530002046",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261614530003015",2,0,2,0,0,0,2,0,0,2,"20231016",2021,"MI"
"261614001001001","261614560001013",4,0,3,1,0,0,4,0,0,4,"20231016",2021,"MI"
"261614001001001","261614560003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001001","261619801011007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614001002000",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614001002004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614003002001",1,1,0,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614001001002","261614005006001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614006001004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614006002001",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001002","261614006004013",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614001001002","261614006004017",1,1,0,0,1,0,0,0,1,0,"20231016",2021,"MI"
"261614001001002","261614006006011",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001002","261614006006016",1,0,0,1,1,0,0,0,1,0,"20231016",2021,"MI"
"261614001001002","261614007001006",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614008001005",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614021002000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614021003001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614021003010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614031001032",1,0,1,0,0,1,0,0,1,0,"20231016",2021,"MI"
"261614001001002","261614032002003",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614035001014",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001002","261614043003006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614044001012",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614051001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614051002013",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001002","261614052001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614052002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614053004013",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614054001022",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614054002002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001002","261614056001008",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001002","261619801021010",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614003002001",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614004002000",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614004002007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614004002009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614004003008",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614005006004",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006001001",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006004013",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006004018",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006005004",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006006012",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614006006016",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614007001010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614007001011",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614007001016",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614007002008",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614007002010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614008001008",2,2,0,0,1,0,1,0,0,2,"20231016",2021,"MI"
"261614001001003","261614021003007",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614023001011",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614027003010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614031001034",1,0,0,1,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614031001038",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614031001041",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614031001042",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001018",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001019",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001024",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001025",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032001028",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032003010",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614032003013",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614033002000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614033002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614033004005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614034001000",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614034003012",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035001002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035001006",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035001007",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035003002",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035003004",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035003009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614035003014",2,0,2,0,0,1,1,0,0,2,"20231016",2021,"MI"
"261614001001003","261614036001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614036002001",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614036002009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614038001015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041001002",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041001005",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041001014",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041002005",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041002007",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614041002015",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614042002000",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614043002018",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614044001015",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614045001008",1,1,0,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614045002010",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614046001000",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614046001009",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614046002000",1,0,1,0,0,1,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614046002008",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614046003002",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614051001000",1,1,0,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614051002010",1,0,1,0,0,0,1,0,0,1,"20231016",2021,"MI"
"261614001001003","261614051002011",1,1,0,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614052002009",1,0,1,0,1,0,0,0,0,1,"20231016",2021,"MI"
"261614001001003","261614052003008",1,0,0,1,0,0,1,0,0,1,"20231016",2021,"MI"
